ID,UBICACION,MENAJE,TIPO_HABITACION,MENSUAL,DESCRIPICON,CAPACIDAD_MAXIMA
507,35555 Old Gate Way,Vestibulum ac est lacinia nisi venenatis tristique.,compartida,0,In congue.,2153
508,45807 Merchant Avenue,Pellentesque ultrices mattis odio.,compartida,1,Fusce posuere felis sed lacus.,4309
509,09 Bartillon Parkway,Praesent id massa id nisl venenatis lacinia.,sencilla,1,Duis mattis egestas metus. Aenean fermentum.,3637
510,17 Ryan Avenue,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",sencilla,1,In hac habitasse platea dictumst.,4760
511,257 Graceland Hill,Nulla tempus.,compartida,1,Duis at velit eu est congue elementum.,1462
512,0 Bartillon Parkway,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",sencilla,1,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",1226
513,99250 Mayfield Hill,Nulla mollis molestie lorem.,sencilla,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",1274
514,11686 Crownhardt Court,Sed vel enim sit amet nunc viverra dapibus.,compartida,0,Morbi a ipsum. Integer a nibh. In quis justo.,3916
515,74 Cherokee Crossing,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",compartida,1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",3596
516,317 Pine View Park,Duis bibendum.,compartida,1,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,1124
517,221 Old Gate Lane,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",sencilla,0,Proin risus.,2328
518,5380 Redwing Parkway,Nulla facilisi.,compartida,0,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,2822
519,54 Susan Trail,Nunc purus.,compartida,0,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,4771
520,11908 Sachs Terrace,Mauris lacinia sapien quis libero.,compartida,1,Cras non velit nec nisi vulputate nonummy.,3991
521,62748 Riverside Terrace,Donec quis orci eget orci vehicula condimentum.,compartida,0,Aliquam non mauris. Morbi non lectus.,2099
522,6128 Oak Trail,Mauris sit amet eros.,sencilla,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1382
523,4472 John Wall Alley,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",compartida,1,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",2391
524,089 Warbler Court,Maecenas rhoncus aliquam lacus.,sencilla,1,Vivamus tortor. Duis mattis egestas metus.,1145
525,83597 Londonderry Center,Praesent blandit.,sencilla,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",4590
526,4107 Summerview Avenue,Aliquam quis turpis eget elit sodales scelerisque.,sencilla,0,Curabitur gravida nisi at nibh.,1740
527,55663 Laurel Alley,Nulla justo.,sencilla,1,Donec vitae nisi.,4914
528,3 Harper Way,Curabitur in libero ut massa volutpat convallis.,sencilla,1,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1209
529,2 Scott Trail,Vivamus vestibulum sagittis sapien.,compartida,0,Suspendisse potenti.,2202
530,5 Merry Alley,Fusce posuere felis sed lacus.,sencilla,0,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",4372
531,5 Eastlawn Street,Fusce posuere felis sed lacus.,compartida,1,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",4821
532,34 Prairie Rose Park,Vestibulum ac est lacinia nisi venenatis tristique.,sencilla,0,Curabitur in libero ut massa volutpat convallis.,4406
533,62259 Oak Street,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",compartida,0,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",2296
534,34363 Milwaukee Park,Etiam justo.,sencilla,0,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,4518
535,5 Cascade Place,Aliquam erat volutpat.,compartida,0,Morbi non quam nec dui luctus rutrum.,3700
536,6 Porter Alley,Praesent id massa id nisl venenatis lacinia.,compartida,0,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",2386
537,0 Old Shore Place,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",sencilla,1,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",1595
538,92645 Summerview Plaza,Phasellus id sapien in sapien iaculis congue.,sencilla,1,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",4968
539,0269 Anzinger Parkway,Phasellus in felis.,compartida,0,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",3846
540,25192 Hazelcrest Hill,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,sencilla,0,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",4866
541,44 Novick Parkway,Sed accumsan felis.,sencilla,0,Quisque porta volutpat erat.,3218
542,29 Hoard Plaza,Ut tellus.,sencilla,0,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.,2782
543,9 Nancy Point,Curabitur in libero ut massa volutpat convallis.,sencilla,0,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2524
544,52 Mosinee Junction,Quisque id justo sit amet sapien dignissim vestibulum.,compartida,1,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",3872
545,5802 Truax Parkway,Vestibulum sed magna at nunc commodo placerat.,compartida,0,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2087
546,55 Dexter Way,In hac habitasse platea dictumst.,compartida,0,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",4373
547,2119 Kenwood Trail,Nunc rhoncus dui vel sem.,compartida,0,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,1049
548,53408 Macpherson Place,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",compartida,1,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,4629
549,7 Buell Junction,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",sencilla,1,Suspendisse potenti. Nullam porttitor lacus at turpis.,4748
550,03943 Manufacturers Drive,Nunc rhoncus dui vel sem.,compartida,1,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,4900
551,00156 Manufacturers Alley,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",sencilla,1,In hac habitasse platea dictumst.,4173
552,00 Anniversary Trail,In blandit ultrices enim.,sencilla,1,Proin eu mi.,2405
553,74651 Arizona Junction,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,sencilla,0,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",3290
554,2 Goodland Way,Aliquam non mauris.,compartida,1,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",3752
555,1832 Schurz Terrace,Integer tincidunt ante vel ipsum.,compartida,0,Curabitur at ipsum ac tellus semper interdum.,2384
556,48421 Westend Point,Curabitur convallis.,sencilla,1,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",1333
557,153 Anhalt Court,Cras in purus eu magna vulputate luctus.,sencilla,0,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",3477
558,34 Logan Point,Curabitur convallis.,sencilla,0,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2426
559,1524 Crest Line Circle,Ut at dolor quis odio consequat varius.,compartida,0,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",3341
560,92578 Pleasure Terrace,Maecenas pulvinar lobortis est.,sencilla,0,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",3721
561,6 Lakewood Gardens Center,In quis justo.,sencilla,0,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",4422
562,39582 Banding Way,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",compartida,1,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,4861
563,6 Annamark Point,Cras in purus eu magna vulputate luctus.,compartida,1,Maecenas ut massa quis augue luctus tincidunt.,2955
564,0 Starling Way,Pellentesque viverra pede ac diam.,sencilla,0,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,4569
565,333 Reindahl Way,Duis aliquam convallis nunc.,compartida,0,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,3627
566,00831 Lakewood Place,Nullam porttitor lacus at turpis.,sencilla,1,Donec ut mauris eget massa tempor convallis.,3540
567,46033 Maywood Court,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",compartida,0,Morbi non lectus.,2674
568,46895 Arizona Road,Nullam porttitor lacus at turpis.,sencilla,0,Duis ac nibh.,4507
569,592 Mallard Drive,Aliquam sit amet diam in magna bibendum imperdiet.,compartida,0,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",4562
570,477 Menomonie Plaza,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",compartida,1,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,3720
571,538 Quincy Circle,Nulla tempus.,compartida,1,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",2405
572,84 Fieldstone Lane,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",compartida,1,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",3427
573,2802 Southridge Hill,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",sencilla,0,Aliquam sit amet diam in magna bibendum imperdiet.,4965
574,5 Warrior Way,Sed sagittis.,sencilla,1,Nulla tellus. In sagittis dui vel nisl.,2144
575,732 Marcy Avenue,Vestibulum ac est lacinia nisi venenatis tristique.,sencilla,1,Aenean lectus. Pellentesque eget nunc.,2714
576,98 Basil Terrace,Curabitur at ipsum ac tellus semper interdum.,sencilla,1,Maecenas pulvinar lobortis est.,1653
577,8 High Crossing Lane,Nulla nisl.,sencilla,0,Suspendisse accumsan tortor quis turpis.,2600
578,46 Hansons Lane,Nulla ut erat id mauris vulputate elementum.,compartida,1,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,2230
579,51 Waxwing Circle,Integer ac leo.,compartida,0,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,2706
580,61 Independence Lane,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,compartida,1,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,2441
581,82 Merry Point,Praesent id massa id nisl venenatis lacinia.,sencilla,0,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",3698
582,788 Ryan Road,In hac habitasse platea dictumst.,compartida,1,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",1728
583,586 Raven Lane,Praesent blandit lacinia erat.,sencilla,0,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",3914
584,630 Dexter Way,Curabitur gravida nisi at nibh.,sencilla,0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,2980
585,967 Laurel Parkway,Nunc nisl.,sencilla,0,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",4236
586,9717 Ridgeview Pass,Duis consequat dui nec nisi volutpat eleifend.,compartida,0,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2770
587,7140 Knutson Way,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",compartida,1,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,4455
588,15564 Monica Alley,Morbi non lectus.,compartida,0,Morbi non lectus.,4843
589,3 Nobel Circle,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",compartida,0,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,4331
590,995 High Crossing Street,Integer non velit.,compartida,0,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",4014
591,1 Utah Plaza,Morbi vel lectus in quam fringilla rhoncus.,sencilla,1,Integer tincidunt ante vel ipsum.,4363
592,2985 Dakota Hill,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",sencilla,0,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",2278
593,8984 Southridge Place,Curabitur gravida nisi at nibh.,compartida,0,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1010
594,488 Sycamore Trail,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",compartida,1,Nullam porttitor lacus at turpis.,2353
595,84890 Gulseth Hill,In hac habitasse platea dictumst.,sencilla,0,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",1044
596,5764 Starling Pass,Curabitur gravida nisi at nibh.,compartida,0,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",3861
597,1337 Longview Point,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",compartida,0,Integer ac leo.,2294
598,617 Charing Cross Point,Nulla tellus.,compartida,0,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2989
599,86 Bartillon Drive,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",sencilla,0,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",4882
600,6897 Dahle Trail,Quisque id justo sit amet sapien dignissim vestibulum.,sencilla,1,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,3648
601,00184 Mcguire Place,In hac habitasse platea dictumst.,sencilla,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.,2524
602,76562 Canary Point,Integer ac neque.,compartida,0,Vivamus in felis eu sapien cursus vestibulum.,2977
603,8 Oneill Terrace,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",sencilla,0,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",4335
604,25 Lyons Terrace,Duis aliquam convallis nunc.,sencilla,0,Integer ac neque. Duis bibendum.,2871
605,5076 Merrick Center,Donec semper sapien a libero.,compartida,0,Donec ut dolor.,4147
606,175 Buell Lane,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",compartida,1,Duis at velit eu est congue elementum.,2313
607,68 Cottonwood Street,Nullam sit amet turpis elementum ligula vehicula consequat.,sencilla,0,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,3493
608,08 Eastlawn Trail,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",sencilla,0,Etiam vel augue.,3690
609,353 Paget Road,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",sencilla,0,In quis justo. Maecenas rhoncus aliquam lacus.,1512
610,41 Westerfield Place,Cras pellentesque volutpat dui.,sencilla,0,Maecenas tincidunt lacus at velit.,3544
611,27 Carpenter Parkway,Duis aliquam convallis nunc.,sencilla,0,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1031
612,1988 Pepper Wood Park,Nulla suscipit ligula in lacus.,compartida,1,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",2031
613,85523 Old Gate Lane,Vivamus in felis eu sapien cursus vestibulum.,compartida,0,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2320
614,60918 Fordem Junction,In hac habitasse platea dictumst.,sencilla,0,In sagittis dui vel nisl. Duis ac nibh.,1418
615,8 Amoth Court,Ut tellus.,sencilla,1,Aenean sit amet justo.,3919
616,2514 Barby Pass,Curabitur convallis.,sencilla,1,Vivamus tortor.,3248
617,52 South Trail,Morbi vel lectus in quam fringilla rhoncus.,sencilla,0,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,4416
618,868 Havey Terrace,Pellentesque ultrices mattis odio.,compartida,0,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",3148
619,576 Lakeland Lane,Nulla justo.,sencilla,0,Praesent blandit lacinia erat.,4789
620,88 Loomis Hill,Phasellus sit amet erat.,compartida,1,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,1209
621,671 Pleasure Place,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,compartida,0,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",2186
622,8385 Miller Lane,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",sencilla,0,Curabitur in libero ut massa volutpat convallis.,1838
623,651 Glacier Hill Circle,Duis at velit eu est congue elementum.,compartida,1,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,2109
624,1791 Spenser Drive,Quisque id justo sit amet sapien dignissim vestibulum.,sencilla,0,Nullam molestie nibh in lectus. Pellentesque at nulla.,4504
625,4 Golf Pass,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",compartida,1,Proin interdum mauris non ligula pellentesque ultrices.,2134
626,008 Bay Crossing,Nunc nisl.,compartida,0,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",3884
627,14418 Gateway Court,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",compartida,1,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,4282
628,240 Sauthoff Place,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",sencilla,0,Integer ac leo. Pellentesque ultrices mattis odio.,1980
629,998 Graedel Plaza,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",compartida,0,Aenean fermentum.,2832
630,4 Haas Street,Proin interdum mauris non ligula pellentesque ultrices.,sencilla,1,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",1972
631,6927 Sachs Park,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",sencilla,0,Praesent blandit.,3519
632,5528 Burning Wood Terrace,In eleifend quam a odio.,compartida,0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,3191
633,8 Kennedy Drive,Donec ut mauris eget massa tempor convallis.,compartida,1,Morbi a ipsum. Integer a nibh. In quis justo.,1745
634,4865 Trailsway Plaza,Nulla tempus.,sencilla,0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,2041
635,44314 Meadow Valley Road,Duis aliquam convallis nunc.,sencilla,1,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",4219
636,94429 Killdeer Court,Nullam varius.,sencilla,1,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",3875
637,9931 Pennsylvania Drive,Etiam vel augue.,sencilla,1,Mauris lacinia sapien quis libero.,3371
638,50707 Crownhardt Parkway,Morbi quis tortor id nulla ultrices aliquet.,sencilla,0,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",2368
639,911 Sheridan Avenue,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",sencilla,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",1802
640,9135 Karstens Parkway,Maecenas rhoncus aliquam lacus.,compartida,0,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,2390
641,08130 Mallard Junction,Nam tristique tortor eu pede.,compartida,1,Nulla tellus.,1427
642,32034 Sundown Trail,Aliquam erat volutpat.,sencilla,1,Integer ac neque. Duis bibendum.,2117
643,8193 Northwestern Center,Nam tristique tortor eu pede.,compartida,0,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,2797
644,72316 Morrow Way,Mauris lacinia sapien quis libero.,compartida,1,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1760
645,8 Stoughton Circle,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",compartida,1,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",4396
646,47 Manufacturers Plaza,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",sencilla,1,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1869
647,969 Hoard Terrace,Morbi vel lectus in quam fringilla rhoncus.,compartida,0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,1825
648,97313 Barby Court,Donec quis orci eget orci vehicula condimentum.,sencilla,0,Quisque ut erat. Curabitur gravida nisi at nibh.,4875
649,4 Blackbird Court,Quisque id justo sit amet sapien dignissim vestibulum.,compartida,0,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",1752
650,948 Blackbird Point,Donec ut dolor.,sencilla,1,Phasellus sit amet erat.,1850
651,03 Ludington Drive,In hac habitasse platea dictumst.,sencilla,0,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,3770
652,55010 Pearson Way,Morbi vel lectus in quam fringilla rhoncus.,sencilla,0,Mauris ullamcorper purus sit amet nulla.,2122
653,1 Westerfield Circle,Donec quis orci eget orci vehicula condimentum.,sencilla,1,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2104
654,53103 Delaware Circle,Donec ut mauris eget massa tempor convallis.,sencilla,0,Quisque porta volutpat erat.,1002
655,2 Del Sol Court,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",compartida,0,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2283
656,001 Pepper Wood Park,In hac habitasse platea dictumst.,sencilla,0,Donec dapibus.,3423
657,59 Mayer Parkway,Duis at velit eu est congue elementum.,sencilla,0,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",3034
658,4488 Northview Place,Donec quis orci eget orci vehicula condimentum.,sencilla,0,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",3663
659,38 Ramsey Plaza,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",compartida,1,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,4367
660,524 Sage Point,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",compartida,1,Fusce posuere felis sed lacus.,3515
661,72766 Gale Park,Donec dapibus.,compartida,0,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,2170
662,8 Butterfield Point,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",compartida,1,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,3368
663,2 Lotheville Place,In eleifend quam a odio.,sencilla,0,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,1530
664,79 Vermont Road,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",sencilla,1,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",3783
665,785 Lyons Hill,In hac habitasse platea dictumst.,compartida,0,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,4574
666,6479 Milwaukee Pass,Cras non velit nec nisi vulputate nonummy.,sencilla,1,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,1818
667,9204 Morrow Pass,Integer ac neque.,sencilla,0,Phasellus sit amet erat.,1255
668,7119 Twin Pines Hill,Maecenas tincidunt lacus at velit.,sencilla,1,Aliquam quis turpis eget elit sodales scelerisque.,2553
669,341 Little Fleur Lane,Vivamus vel nulla eget eros elementum pellentesque.,compartida,1,In eleifend quam a odio.,2131
670,4715 Bellgrove Road,Suspendisse potenti.,compartida,0,Nulla nisl.,3366
671,04 Starling Park,Phasellus sit amet erat.,compartida,1,Ut at dolor quis odio consequat varius. Integer ac leo.,3647
