ID,UBICACION,MENAJE,TIPO_HABITACION,MENSUAL,DESCRIPCION,CAPACIDAD_MAXIMA
652,7947 Rieder Way,Aenean lectus.,compartida,1,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",1936
653,68 Forest Circle,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",sencilla,1,Quisque ut erat.,2725
654,957 Granby Road,In hac habitasse platea dictumst.,sencilla,1,Nulla ac enim.,1784
655,90 Kensington Court,Nulla justo.,compartida,1,In eleifend quam a odio.,3986
656,81 Mayer Trail,Vivamus in felis eu sapien cursus vestibulum.,sencilla,1,Aenean fermentum.,4909
657,11 Iowa Trail,Duis bibendum.,sencilla,1,In congue.,2668
658,167 Jana Park,Pellentesque viverra pede ac diam.,compartida,0,Suspendisse potenti.,2219
659,993 Harper Lane,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",compartida,1,Cras pellentesque volutpat dui.,2492
660,0605 Troy Plaza,Integer non velit.,sencilla,0,Aliquam quis turpis eget elit sodales scelerisque.,3969
661,23360 Prairieview Parkway,Duis ac nibh.,sencilla,1,Nullam varius.,2719
662,2233 Kropf Place,Nulla ac enim.,compartida,1,Suspendisse potenti.,3046
663,51 Mayer Junction,Etiam justo.,sencilla,1,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",4418
664,8172 Aberg Junction,In quis justo.,compartida,0,Vestibulum rutrum rutrum neque.,4079
665,52053 Norway Maple Trail,Curabitur at ipsum ac tellus semper interdum.,sencilla,1,Nulla suscipit ligula in lacus.,3725
666,99465 Transport Terrace,Nullam porttitor lacus at turpis.,compartida,1,In sagittis dui vel nisl.,3337
667,5 Southridge Point,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",sencilla,1,Donec quis orci eget orci vehicula condimentum.,1801
668,41 Granby Pass,Nam tristique tortor eu pede.,sencilla,1,Donec ut dolor.,1466
669,9 Green Ridge Pass,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,sencilla,0,Integer a nibh.,1252
670,205 Sundown Lane,Nulla ac enim.,sencilla,0,Mauris ullamcorper purus sit amet nulla.,1099
671,8 Melody Point,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",sencilla,1,Sed vel enim sit amet nunc viverra dapibus.,2880
672,30401 Mariners Cove Pass,Suspendisse potenti.,compartida,0,Vestibulum ac est lacinia nisi venenatis tristique.,4758
673,338 Lighthouse Bay Drive,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",sencilla,1,Nullam sit amet turpis elementum ligula vehicula consequat.,2135
674,925 Forest Avenue,In hac habitasse platea dictumst.,sencilla,0,Curabitur in libero ut massa volutpat convallis.,2694
675,47148 Maryland Pass,Donec semper sapien a libero.,sencilla,1,Donec semper sapien a libero.,3695
676,46 Calypso Road,Quisque id justo sit amet sapien dignissim vestibulum.,compartida,0,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",4896
677,580 Bellgrove Pass,Nam nulla.,sencilla,0,Cras non velit nec nisi vulputate nonummy.,2088
678,6 Delladonna Parkway,Sed ante.,sencilla,1,Phasellus id sapien in sapien iaculis congue.,2753
679,1734 Bashford Parkway,Nam nulla.,sencilla,1,In hac habitasse platea dictumst.,2473
680,38042 Arapahoe Avenue,Ut at dolor quis odio consequat varius.,compartida,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,1553
681,38 Waubesa Parkway,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",compartida,1,Ut tellus.,3584
682,02 Sunnyside Lane,Nulla mollis molestie lorem.,compartida,0,Aliquam sit amet diam in magna bibendum imperdiet.,4170
683,27 Melody Court,In hac habitasse platea dictumst.,compartida,0,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",4415
684,1381 Columbus Street,Mauris lacinia sapien quis libero.,sencilla,0,Nulla mollis molestie lorem.,4012
685,48295 Rusk Center,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",sencilla,0,Morbi vel lectus in quam fringilla rhoncus.,3894
686,01 Northport Lane,Praesent id massa id nisl venenatis lacinia.,compartida,0,Praesent lectus.,2315
687,85 Dahle Center,Integer tincidunt ante vel ipsum.,sencilla,1,Quisque id justo sit amet sapien dignissim vestibulum.,2504
688,81 Texas Court,Ut at dolor quis odio consequat varius.,sencilla,0,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2009
689,5125 Thierer Crossing,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",sencilla,1,Morbi vel lectus in quam fringilla rhoncus.,1072
690,196 Bonner Road,Integer tincidunt ante vel ipsum.,sencilla,1,Duis aliquam convallis nunc.,4648
691,3674 Stuart Lane,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",sencilla,0,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",4879
692,568 Mcguire Trail,Quisque porta volutpat erat.,sencilla,1,Suspendisse ornare consequat lectus.,3656
693,3 Texas Alley,Duis ac nibh.,sencilla,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1909
694,1 Melvin Street,Nunc purus.,compartida,0,Nullam porttitor lacus at turpis.,4773
695,8 Old Gate Avenue,Aenean sit amet justo.,compartida,0,Praesent id massa id nisl venenatis lacinia.,4400
696,36 Maple Wood Park,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",sencilla,0,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",3998
697,73905 Brickson Park Circle,Proin risus.,sencilla,1,Nulla nisl.,1661
698,02009 Nobel Junction,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",compartida,0,Nam tristique tortor eu pede.,3099
699,167 Caliangt Pass,Etiam faucibus cursus urna.,sencilla,0,Donec posuere metus vitae ipsum.,3381
700,292 Monument Terrace,Proin interdum mauris non ligula pellentesque ultrices.,compartida,0,Praesent blandit lacinia erat.,1731
701,353 Thierer Crossing,Suspendisse accumsan tortor quis turpis.,sencilla,0,Aliquam erat volutpat.,4235
702,9 Schurz Alley,Ut tellus.,sencilla,0,In blandit ultrices enim.,1900
703,7 Norway Maple Pass,Aenean sit amet justo.,compartida,1,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2202
704,32187 International Circle,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,sencilla,0,Morbi quis tortor id nulla ultrices aliquet.,2905
705,31121 Canary Hill,Aenean lectus.,sencilla,0,Proin risus.,2405
706,012 Fulton Point,Aenean fermentum.,sencilla,0,Proin interdum mauris non ligula pellentesque ultrices.,2720
707,54821 Autumn Leaf Parkway,Aenean auctor gravida sem.,sencilla,0,Donec ut mauris eget massa tempor convallis.,4092
708,039 Laurel Junction,Praesent lectus.,sencilla,0,Sed accumsan felis.,3096
709,89 Larry Lane,Aliquam erat volutpat.,compartida,0,Morbi quis tortor id nulla ultrices aliquet.,2809
710,2308 Springs Avenue,Maecenas tincidunt lacus at velit.,compartida,0,Integer non velit.,3460
711,50 Westerfield Terrace,In congue.,sencilla,1,Pellentesque ultrices mattis odio.,4415
712,589 Columbus Court,Nunc rhoncus dui vel sem.,compartida,1,Morbi quis tortor id nulla ultrices aliquet.,3217
713,609 Gulseth Park,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",compartida,0,Morbi vel lectus in quam fringilla rhoncus.,3065
714,0729 Melody Street,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",compartida,0,Maecenas rhoncus aliquam lacus.,2544
715,9940 Sullivan Place,Praesent id massa id nisl venenatis lacinia.,compartida,0,Integer ac leo.,2286
716,1028 Sherman Plaza,Vivamus tortor.,sencilla,1,Nulla ac enim.,4338
717,45445 Ridgeview Place,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",sencilla,1,Praesent blandit lacinia erat.,3971
718,1342 Logan Avenue,Aliquam sit amet diam in magna bibendum imperdiet.,sencilla,0,Phasellus in felis.,2420
719,04 Ludington Street,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",compartida,0,Cras pellentesque volutpat dui.,1859
720,591 Corben Plaza,Nulla tempus.,compartida,0,Suspendisse ornare consequat lectus.,4162
721,24419 Village Green Terrace,Integer ac leo.,compartida,0,Aliquam sit amet diam in magna bibendum imperdiet.,2910
722,70359 Sommers Way,Proin at turpis a pede posuere nonummy.,compartida,1,Ut tellus.,2973
723,650 Division Trail,Proin at turpis a pede posuere nonummy.,sencilla,0,Integer a nibh.,3592
724,5 Jackson Lane,Vivamus vestibulum sagittis sapien.,compartida,0,Mauris ullamcorper purus sit amet nulla.,1110
725,60 Packers Crossing,Nulla mollis molestie lorem.,sencilla,0,Vestibulum ac est lacinia nisi venenatis tristique.,1342
726,88 Acker Plaza,Quisque ut erat.,compartida,0,Nulla nisl.,1852
727,569 Pepper Wood Street,Nunc purus.,sencilla,0,Ut tellus.,2883
728,32996 Bay Drive,Etiam faucibus cursus urna.,sencilla,0,In quis justo.,1700
729,529 Dwight Drive,Morbi ut odio.,compartida,1,Nulla suscipit ligula in lacus.,3674
730,762 Derek Pass,Aliquam erat volutpat.,compartida,1,Morbi non lectus.,2543
731,9 Anniversary Junction,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",compartida,0,Pellentesque ultrices mattis odio.,1705
732,9278 Cascade Lane,Donec ut mauris eget massa tempor convallis.,sencilla,0,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",2548
733,317 Dovetail Way,Aliquam erat volutpat.,compartida,1,Donec vitae nisi.,4837
734,387 Everett Drive,Pellentesque eget nunc.,compartida,1,In quis justo.,4960
735,621 Westridge Place,Nunc rhoncus dui vel sem.,sencilla,1,Curabitur at ipsum ac tellus semper interdum.,4016
736,0290 Erie Terrace,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",compartida,0,Praesent lectus.,4101
737,8 International Drive,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",compartida,1,Donec quis orci eget orci vehicula condimentum.,3930
738,73014 Green Ridge Avenue,Nulla ut erat id mauris vulputate elementum.,compartida,1,Nulla tempus.,2374
739,7 Sutherland Crossing,Donec ut mauris eget massa tempor convallis.,compartida,0,Donec ut dolor.,4242
740,868 Merrick Park,Cras pellentesque volutpat dui.,compartida,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,4336
741,01007 Sutherland Junction,Pellentesque at nulla.,compartida,1,Morbi a ipsum.,4495
742,2546 Tony Center,Vivamus in felis eu sapien cursus vestibulum.,sencilla,1,Integer non velit.,1528
743,6 Bluejay Lane,Nulla ut erat id mauris vulputate elementum.,compartida,0,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",3491
744,1 Heath Plaza,In hac habitasse platea dictumst.,sencilla,0,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",4413
745,22 Duke Parkway,Duis ac nibh.,sencilla,0,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2064
746,37 Service Parkway,Vivamus vel nulla eget eros elementum pellentesque.,sencilla,0,Donec quis orci eget orci vehicula condimentum.,4297
747,7 Birchwood Avenue,Curabitur gravida nisi at nibh.,sencilla,0,Vestibulum ac est lacinia nisi venenatis tristique.,2411
748,0512 Corben Parkway,Proin at turpis a pede posuere nonummy.,sencilla,0,Nunc purus.,2910
749,8347 Aberg Lane,Nullam molestie nibh in lectus.,compartida,1,Nulla justo.,3090
750,0394 Warner Junction,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",sencilla,1,Nulla ac enim.,3323
751,042 Sullivan Point,Morbi non lectus.,sencilla,1,Vestibulum ac est lacinia nisi venenatis tristique.,2044
752,96 Vahlen Place,Donec dapibus.,compartida,1,Suspendisse accumsan tortor quis turpis.,1110
753,1 Mifflin Trail,Morbi non quam nec dui luctus rutrum.,sencilla,0,Pellentesque viverra pede ac diam.,2338
754,3 Barnett Junction,Morbi vel lectus in quam fringilla rhoncus.,compartida,0,Suspendisse potenti.,4743
755,94 Talisman Hill,Proin at turpis a pede posuere nonummy.,compartida,1,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",1771
756,4703 Randy Pass,Duis at velit eu est congue elementum.,compartida,1,Nulla ac enim.,2102
757,7006 Reindahl Point,Fusce posuere felis sed lacus.,compartida,0,Quisque id justo sit amet sapien dignissim vestibulum.,1681
758,58 Tennyson Way,Aliquam non mauris.,sencilla,1,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",3632
759,679 Schmedeman Plaza,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",compartida,0,Nulla suscipit ligula in lacus.,2555
760,776 Valley Edge Street,Aenean lectus.,sencilla,1,Praesent blandit lacinia erat.,4958
761,63 Bartelt Terrace,Nulla suscipit ligula in lacus.,sencilla,1,Donec dapibus.,4537
762,53869 Holmberg Trail,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",sencilla,1,Nulla tellus.,2179
763,5342 Esker Park,Etiam faucibus cursus urna.,sencilla,0,Nullam sit amet turpis elementum ligula vehicula consequat.,1791
764,5 Bobwhite Crossing,Mauris lacinia sapien quis libero.,sencilla,1,Etiam faucibus cursus urna.,1310
765,23 Macpherson Junction,Vestibulum sed magna at nunc commodo placerat.,compartida,0,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",4926
766,0 Fuller Circle,Mauris lacinia sapien quis libero.,compartida,0,Vestibulum ac est lacinia nisi venenatis tristique.,1945
767,08269 Delaware Court,Aliquam non mauris.,sencilla,1,Integer non velit.,2997
768,9 Corben Junction,Mauris sit amet eros.,compartida,0,Nulla ut erat id mauris vulputate elementum.,2975
769,4227 Kingsford Point,Etiam pretium iaculis justo.,sencilla,1,Vivamus tortor.,4438
770,4198 Quincy Drive,Nunc rhoncus dui vel sem.,compartida,0,Nullam varius.,4661
771,8 Graceland Avenue,Nulla tempus.,compartida,1,In congue.,2839
772,3782 Cody Center,In congue.,compartida,1,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2888
773,83 Holy Cross Street,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",sencilla,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2080
774,17 Crest Line Point,Aliquam non mauris.,sencilla,0,Integer ac neque.,4981
775,552 Lakewood Gardens Terrace,Nullam porttitor lacus at turpis.,compartida,1,In blandit ultrices enim.,3992
776,970 Lighthouse Bay Pass,Morbi quis tortor id nulla ultrices aliquet.,compartida,0,Suspendisse accumsan tortor quis turpis.,4615
777,25170 Graceland Hill,Suspendisse ornare consequat lectus.,sencilla,0,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1660
778,7 Fallview Street,Praesent lectus.,compartida,1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",4845
779,52197 Golf View Pass,Etiam pretium iaculis justo.,sencilla,1,Sed vel enim sit amet nunc viverra dapibus.,1091
780,49 Hintze Way,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",sencilla,0,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",3201
781,422 Dunning Alley,Proin risus.,sencilla,1,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1639
782,7 3rd Road,Nullam sit amet turpis elementum ligula vehicula consequat.,sencilla,1,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",2884
783,717 Muir Plaza,Suspendisse accumsan tortor quis turpis.,compartida,0,Duis consequat dui nec nisi volutpat eleifend.,2236
784,67 Waywood Circle,Ut tellus.,sencilla,0,Cras in purus eu magna vulputate luctus.,2220
785,1 Crowley Way,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",sencilla,1,Maecenas tincidunt lacus at velit.,3602
786,345 Bowman Plaza,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",compartida,1,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",1245
787,249 Butternut Place,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",compartida,0,Suspendisse ornare consequat lectus.,1333
788,77865 Memorial Hill,Aliquam sit amet diam in magna bibendum imperdiet.,compartida,0,Fusce consequat.,3698
789,9809 Reindahl Crossing,Praesent blandit.,compartida,0,Donec posuere metus vitae ipsum.,2244
790,106 Union Terrace,Praesent lectus.,sencilla,0,Cras pellentesque volutpat dui.,4628
791,67 Farwell Park,Quisque ut erat.,compartida,0,Morbi a ipsum.,4038
792,0 Transport Parkway,Aenean sit amet justo.,compartida,1,Aenean sit amet justo.,1107
793,10 Rowland Parkway,Nunc rhoncus dui vel sem.,sencilla,0,Phasellus in felis.,2795
794,83 Toban Court,Maecenas pulvinar lobortis est.,sencilla,1,Integer ac neque.,1404
795,07 Darwin Avenue,Pellentesque viverra pede ac diam.,compartida,0,Aliquam erat volutpat.,4828
796,525 Tony Road,Vestibulum rutrum rutrum neque.,sencilla,0,Aenean fermentum.,4441
797,5887 Sycamore Trail,Nam nulla.,compartida,1,Phasellus sit amet erat.,4651
798,606 Longview Center,Integer ac leo.,sencilla,0,Donec semper sapien a libero.,4595
799,273 Fairview Junction,Morbi porttitor lorem id ligula.,compartida,0,Maecenas ut massa quis augue luctus tincidunt.,3858
800,1 Schlimgen Court,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",sencilla,0,Vivamus vestibulum sagittis sapien.,2629
801,1864 Kenwood Crossing,Nam tristique tortor eu pede.,compartida,0,Maecenas pulvinar lobortis est.,3058
802,53768 Towne Plaza,Cras pellentesque volutpat dui.,compartida,0,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",3854
803,84842 Sugar Point,Nulla mollis molestie lorem.,compartida,0,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",3111
804,2569 Express Parkway,Pellentesque ultrices mattis odio.,sencilla,1,Curabitur at ipsum ac tellus semper interdum.,2094
805,02 Del Sol Point,Donec posuere metus vitae ipsum.,compartida,1,Pellentesque eget nunc.,4474
806,1420 Londonderry Terrace,Maecenas rhoncus aliquam lacus.,sencilla,1,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",1949
807,13330 Sheridan Point,Aliquam quis turpis eget elit sodales scelerisque.,sencilla,0,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",3646
808,023 Ruskin Court,Sed accumsan felis.,sencilla,0,Fusce posuere felis sed lacus.,2092
809,792 Eagle Crest Drive,Praesent blandit.,compartida,0,Morbi ut odio.,4184
810,34979 Banding Parkway,Etiam vel augue.,sencilla,1,Aenean fermentum.,3248
811,45 Rowland Center,Aenean sit amet justo.,sencilla,0,Quisque ut erat.,3387
812,84 Dexter Avenue,Duis at velit eu est congue elementum.,compartida,1,Sed accumsan felis.,1110
813,46112 Namekagon Lane,Nulla suscipit ligula in lacus.,sencilla,0,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2054
814,5299 Russell Way,Phasellus in felis.,sencilla,1,Pellentesque eget nunc.,2146
815,48729 Northfield Parkway,Cras pellentesque volutpat dui.,sencilla,1,Donec semper sapien a libero.,4793
816,29 Starling Trail,Etiam pretium iaculis justo.,compartida,1,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",4670
817,0 Huxley Plaza,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",compartida,0,Donec quis orci eget orci vehicula condimentum.,1131
818,658 Buhler Pass,Aliquam non mauris.,sencilla,0,Suspendisse ornare consequat lectus.,4060
819,8914 Rutledge Crossing,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,compartida,1,Maecenas ut massa quis augue luctus tincidunt.,4978
820,8563 Surrey Pass,In hac habitasse platea dictumst.,sencilla,1,Phasellus in felis.,2952
821,78919 Mayer Trail,Nam tristique tortor eu pede.,compartida,0,Maecenas pulvinar lobortis est.,3598
822,21103 Monument Park,Phasellus id sapien in sapien iaculis congue.,compartida,1,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",2812
823,375 Shoshone Street,Suspendisse potenti.,compartida,0,Nulla suscipit ligula in lacus.,1239
824,40 Raven Center,Nunc purus.,sencilla,1,Proin risus.,4429
825,972 Village Avenue,Praesent blandit.,sencilla,0,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2218
826,234 Kinsman Point,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",compartida,0,Suspendisse ornare consequat lectus.,2730
827,3 Kenwood Crossing,Nulla tempus.,compartida,1,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",4266
828,38 Longview Way,Morbi non quam nec dui luctus rutrum.,compartida,1,Nullam varius.,4625
829,320 Bluejay Avenue,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",compartida,0,Donec ut mauris eget massa tempor convallis.,1815
830,3020 Coolidge Drive,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",compartida,0,Nunc rhoncus dui vel sem.,4171
831,40715 Trailsway Pass,Nullam sit amet turpis elementum ligula vehicula consequat.,compartida,0,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",3286
832,964 Mcbride Plaza,Proin at turpis a pede posuere nonummy.,compartida,0,Nullam porttitor lacus at turpis.,1597
833,7461 Cherokee Point,Donec semper sapien a libero.,compartida,0,Quisque id justo sit amet sapien dignissim vestibulum.,2474
834,05 Golf Course Trail,Vivamus in felis eu sapien cursus vestibulum.,sencilla,0,Donec vitae nisi.,4771
835,89553 Fieldstone Drive,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",compartida,0,Proin at turpis a pede posuere nonummy.,4614
836,324 Mcguire Pass,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",compartida,1,Morbi non lectus.,3232
837,1 Pankratz Road,Nulla justo.,compartida,1,Morbi non quam nec dui luctus rutrum.,3832
838,3 Anderson Trail,Sed accumsan felis.,compartida,0,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2181
839,04566 Jana Alley,Curabitur convallis.,compartida,1,Curabitur in libero ut massa volutpat convallis.,4734
840,977 Bellgrove Road,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",compartida,0,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",3460
841,7994 Armistice Center,Maecenas rhoncus aliquam lacus.,compartida,0,Cras pellentesque volutpat dui.,1526
842,6404 7th Alley,Curabitur convallis.,sencilla,1,Nam tristique tortor eu pede.,3561
843,69 Tennyson Trail,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",compartida,0,Quisque ut erat.,2695
844,1323 Shelley Drive,Donec vitae nisi.,compartida,1,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",4034
845,06 Scofield Park,Praesent blandit lacinia erat.,sencilla,1,Quisque ut erat.,4790
846,35 Vernon Junction,Phasellus in felis.,compartida,0,In hac habitasse platea dictumst.,1465
847,49 Colorado Circle,Praesent blandit.,sencilla,1,Donec ut dolor.,2004
848,2062 Hanson Court,Pellentesque viverra pede ac diam.,sencilla,0,Nullam porttitor lacus at turpis.,1596
849,25380 Eastlawn Pass,Donec dapibus.,sencilla,0,Vivamus in felis eu sapien cursus vestibulum.,1266
850,264 Eagle Crest Drive,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",compartida,1,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",4986
851,0859 Blue Bill Park Drive,Maecenas rhoncus aliquam lacus.,compartida,0,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2696
852,5882 Clemons Park,Mauris ullamcorper purus sit amet nulla.,sencilla,1,In congue.,3716
853,7501 Dwight Pass,In hac habitasse platea dictumst.,compartida,0,Donec quis orci eget orci vehicula condimentum.,1916
854,21192 Rowland Terrace,Proin interdum mauris non ligula pellentesque ultrices.,sencilla,1,Cras pellentesque volutpat dui.,3111
855,7401 Roth Avenue,Pellentesque eget nunc.,sencilla,0,Duis mattis egestas metus.,1658
856,30614 Fremont Center,Vivamus vel nulla eget eros elementum pellentesque.,compartida,1,Vivamus vel nulla eget eros elementum pellentesque.,2647
857,44681 Westend Avenue,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,compartida,0,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",1445
858,7085 Onsgard Junction,Curabitur in libero ut massa volutpat convallis.,sencilla,0,Curabitur gravida nisi at nibh.,4290
859,8975 Menomonie Drive,Suspendisse potenti.,sencilla,0,Pellentesque viverra pede ac diam.,1884
860,39 Jenna Center,Pellentesque viverra pede ac diam.,compartida,0,Proin eu mi.,3355
861,31678 Buena Vista Plaza,Fusce posuere felis sed lacus.,compartida,0,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",2123
862,09 8th Way,Sed sagittis.,sencilla,0,Nunc rhoncus dui vel sem.,4594
863,6 Brown Crossing,Nunc purus.,sencilla,1,In blandit ultrices enim.,4856
864,7 New Castle Road,Suspendisse ornare consequat lectus.,compartida,0,Vivamus vel nulla eget eros elementum pellentesque.,2979
865,41 Mifflin Place,Pellentesque at nulla.,sencilla,0,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",2827
866,4657 Hollow Ridge Avenue,Duis aliquam convallis nunc.,compartida,0,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",4739
867,7774 Blue Bill Park Court,Phasellus sit amet erat.,compartida,0,Duis ac nibh.,3173
868,104 Division Place,Curabitur gravida nisi at nibh.,compartida,1,Aliquam erat volutpat.,1380
869,2 Meadow Ridge Lane,Duis consequat dui nec nisi volutpat eleifend.,sencilla,1,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",3714
870,555 Monterey Terrace,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",compartida,1,Sed ante.,3814
871,8385 Meadow Ridge Avenue,Donec quis orci eget orci vehicula condimentum.,compartida,0,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1455
872,79920 Vahlen Avenue,Quisque id justo sit amet sapien dignissim vestibulum.,sencilla,1,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2195
